grid_index,band,frequency(THz),tau_N_RTA(ps),tau_U_RTA(ps),tau_RTA_NU(ps),tau_MC(ps)
84,2,19.2511,79.1652,479.028,67.9376,1140.62
84,3,22.6428,222.98,43.2953,36.2557,122.56
84,4,31.8369,21.6031,15.4248,8.99925,25.3611
84,5,40.6127,25.4548,27.4018,13.1962,283.129
84,6,45.0689,22.5682,5.99768,4.73841,2010.25
85,1,9.45456,147.901,504.037,114.348,177.477
85,2,18.2981,73.344,675.865,66.164,431.556
85,3,23.3398,235.719,41.114,35.0079,50.0621
85,4,29.5385,23.5282,17.0848,9.89768,73.8513
85,5,40.7663,24.6336,52.6151,16.7783,397.648
85,6,45.3536,18.0776,3.37114,2.84129,937.04
86,1,8.1031,160.148,617.015,127.146,515.016
86,2,17.1559,72.7513,956.301,67.608,638.871
86,3,23.979,188.637,41.3449,33.9121,186.343
86,4,27.1308,24.4659,28.4155,13.1466,99.9098
86,5,40.9456,22.9532,84.3478,18.0432,529.177
86,6,45.4146,12.6308,18.0994,7.43926,243.217
87,1,6.77302,143.621,1070.6,126.633,332.415
87,2,15.8337,69.3949,1510.96,66.3477,966.617
87,3,24.5515,117.025,42.073,30.947,231.334
87,4,24.6233,19.5898,97.972,16.3255,64.5604
87,5,41.1454,29.9199,58.8165,19.8316,393.406
87,6,45.2799,14.6774,125.463,13.1402,654.112
88,1,5.49859,153.78,2274.07,144.04,316.313
88,2,14.3464,68.8314,2477.66,66.9709,33474.6
88,3,22.0244,18.2855,356.021,17.3922,89.1501
88,4,25.0534,81.9194,45.2726,29.1583,1338.93
88,5,41.3579,29.399,45.7444,17.897,4169.71
88,6,44.9873,21.1397,1018.91,20.71,368.438
89,1,4.3126,150.962,6495.27,147.533,863.962
89,2,12.7149,70.3987,4586.52,69.3345,3896.76
89,3,19.3459,22.0402,2428.89,21.842,187.166
89,4,25.4836,61.7173,59.3854,30.2645,682.843
89,5,41.5735,28.4059,31.4072,14.9156,1002.62
89,6,44.5821,19.3231,5900.01,19.2601,292.668
90,1,3.24599,193.663,141522,193.398,1590.23
90,2,10.9671,74.0393,11809.9,73.578,6552.84
90,3,16.6081,26.2635,5752.07,26.1442,1334.46
90,4,25.8425,56.4257,90.6378,34.7761,909.395
90,5,41.7815,26.2475,25.7688,13.003,416.335
90,6,44.1144,21.9125,24159.5,21.8927,163.199
91,1,2.32687,257.17,671361,257.071,1477.39
91,2,9.14196,79.2269,15351.2,78.8201,2527.41
91,3,13.8473,31.3952,9225.01,31.2887,451.41
91,4,26.1319,43.6841,125.707,32.4185,9520.58
91,5,41.9708,22.3356,81.4837,17.5303,1430.22
91,6,43.6364,25.7035,14004.4,25.6564,860.327
92,1,1.57922,425.557,2.63265e+06,425.488,0
92,2,7.30027,88.5594,11798.3,87.8996,0
92,3,11.1309,35.0995,21313,35.0418,0
92,4,26.3539,39.4135,170.708,32.0206,0
92,5,42.1298,22.8888,2039.79,22.6349,0
92,6,43.2001,24.0263,7129.45,23.9456,0
93,1,1.02144,746.172,1.07385e+07,746.12,2860.25
93,2,5.56037,99.3814,13577.2,98.6593,1409.55
93,3,8.59384,42.0136,26010.9,41.9459,666.518
93,4,26.5105,36.056,696.753,34.282,4535.86
93,5,42.2427,26.0745,4809.13,25.9339,4473.13
93,6,42.8584,26.8554,5210.87,26.7177,352.153
94,1,1.24456,634.492,6.10042e+06,634.426,3755.43
94,2,6.23007,101.182,17788,100.61,186.678
94,3,9.75872,39.5764,22389.6,39.5065,174.764
94,4,26.4483,39.032,276.72,34.207,1763.67
94,5,42.1438,26.4419,1363.2,25.9387,788.457
94,6,43.0528,23.0082,7312.33,22.936,319.94
95,1,1.01315,734.833,1.04764e+07,734.781,3980.33
95,2,5.55903,99.1672,15172.1,98.5232,247.789
95,3,8.60121,41.7798,24252.1,41.708,114.218
95,4,26.511,33.6725,706.985,32.1417,1208.28
95,5,42.1505,25.3399,4729.56,25.2049,377.478
95,6,42.953,27.6608,6442.05,27.5426,38.2169
96,1,1.00795,729.026,1.03073e+07,728.974,971.639
96,2,5.55593,99.5677,14382.9,98.8831,188.14
96,3,8.60704,41.6615,24961.2,41.592,174.165
96,4,26.5113,33.6626,656.06,32.0196,488.245
96,5,42.1049,24.8607,4082.8,24.7102,24.7392
96,6,43.0002,27.2527,8074.04,27.161,559.726
97,1,1.23183,626.1,5.40502e+06,626.027,2146.58
97,2,6.22375,100.816,18685.4,100.275,253.587
97,3,9.7728,39.29,23134,39.2233,120.461
97,4,26.4492,38.3765,272.957,33.646,864.866
97,5,42.0321,23.9373,1192.74,23.4664,1004.35
97,6,43.1689,24.4644,10271.6,24.4062,141.357
98,1,1.672,376.401,2.13682e+06,376.335,2656.59
98,2,7.49845,89.3265,13907.9,88.7565,193.837
98,3,11.6437,34.9264,17263.5,34.8559,133.439
98,4,26.3239,39.7791,140.643,31.0087,535.438
98,5,41.9431,23.4391,535.297,22.4558,311.656
98,6,43.4363,26.1865,13912,26.1373,393.727
99,1,2.3109,254.237,676978,254.141,1808.01
99,2,9.1358,79.2193,16480.7,78.8404,191.757
99,3,13.867,31.2656,9470.63,31.1628,81.2932
99,4,26.134,43.6007,127.173,32.4689,247.296
99,5,41.8369,20.3764,61.1874,15.2859,292.312
99,6,43.7804,25.3759,22909.8,25.3479,185.241
100,1,3.1293,201.079,185547,200.861,562.431
100,2,10.9171,68.7626,16341.3,68.4745,142.588
100,3,16.2552,27.6982,6779.1,27.5855,119.894
100,4,25.8778,53.1814,94.4717,34.0266,257.854
100,5,41.7136,28.4002,33.5204,15.3743,62.9914
100,6,44.1704,25.4198,35902,25.4018,67.9651
101,1,4.10462,158.873,21663,157.717,665.113
101,2,12.7073,63.3799,8356.09,62.9028,150.318
101,3,18.7076,22.8863,3284.94,22.728,232.829
101,4,25.5533,56.1261,62.016,29.4621,282.999
101,5,41.5766,33.8037,41.5666,18.6427,302.424
101,6,44.5668,22.661,19044.6,22.6341,512.931
102,1,5.21066,148.618,2457.98,140.144,229.989
102,2,14.4259,60.623,3775.27,59.6649,632.351
102,3,21.1668,19.5667,812.896,19.1068,118.365
102,4,25.159,63.5679,50.464,28.1315,245.179
102,5,41.4318,33.8206,68.133,22.6014,2454.74
102,6,44.9251,25.2075,3253.15,25.0136,259.299
103,1,6.41826,150.873,1337.61,135.58,226.114
103,2,16.0218,59.5967,1899.49,57.7838,199.466
103,3,23.5989,22.2594,40.2486,14.3327,84.3928
103,4,24.6942,95.652,44.7255,30.4756,138.492
103,5,41.2861,34.5681,88.0761,24.8248,25694
103,6,45.1992,16.2293,493.881,15.7129,569.155
104,1,7.69623,162.724,758.178,133.971,155.314
104,2,17.4607,61.3556,1067.13,58.0198,83.5296
104,3,24.1592,122.73,43.6616,32.2047,83.5745
104,4,25.9836,22.5361,41.1984,14.5675,64.3314
104,5,41.1463,29.4558,161.447,24.9108,2242.83
104,6,45.3449,14.545,52.363,11.3831,2482.17
105,1,9.01201,163.435,503.441,123.381,53.6284
105,2,18.7202,62.188,807.434,57.7408,116.885
105,3,23.5567,235.294,45.0033,37.7778,71.2334
105,4,28.3068,22.9805,25.3233,12.0475,122.527
105,5,41.0183,28.0875,114.58,22.5578,274.847
105,6,45.3226,15.6958,3.57695,2.91308,160.305
106,1,10.3315,148.053,386.778,107.069,62.25
106,2,19.7873,66.4187,411.035,57.1792,101.484
106,3,22.8927,257.688,41.1509,35.4843,57.7292
106,4,30.555,23.8958,14.9441,9.19419,54.7171
106,5,40.9069,26.4146,124.586,21.7939,34.5248
106,6,45.1002,20.2103,7.07263,5.23917,217.073
107,1,11.6173,143.28,312.512,98.2394,142.501
107,2,20.6559,71.6824,405.026,60.9036,207.628
107,3,22.1794,156.215,44.465,34.6128,57.9214
107,4,32.7117,20.9167,14.0068,8.38906,22.7904
107,5,40.8145,23.679,117.213,19.6993,700.603
107,6,44.656,23.3706,8.10159,6.01607,92.7534
108,1,12.8229,131.091,348.177,95.2348,57.1361
108,2,21.3257,83.6255,277.283,64.2488,137.476
108,3,21.442,160.006,46.6557,36.1228,86.6472
108,4,34.7536,19.2903,10.758,6.90639,85.2235
108,5,40.7402,18.7213,109.496,15.9877,249.383
108,6,43.9834,22.2735,6.67972,5.13866,49.9897
109,1,13.8785,134.16,322.389,94.7364,146.006
109,2,20.7335,181.714,55.6874,42.6248,67.6776
109,3,21.7994,104.873,198.228,68.5867,101.777
109,4,36.646,19.325,8.57149,5.93781,23.9242
109,5,40.6727,19.7543,75.1896,15.6442,357.988
109,6,43.1025,20.1433,3.36703,2.88482,33.6467
110,1,14.6584,146.584,195.47,83.7668,133.333
110,2,20.1669,143.791,59.7889,42.2297,89.3509
110,3,22.0809,138.285,165.257,75.2862,59.7462
110,4,38.3236,21.8185,8.60394,6.17062,89.2581
110,5,40.5394,18.9657,60.6444,14.4474,10410.8
110,6,42.1322,7.57699,5.82582,3.2935,69.2993
111,1,14.9625,99.239,598.38,85.1219,2346.37
111,2,19.935,59.8871,197.506,45.9533,1070.3
111,3,22.1734,84.7149,946.807,77.7576,110.182
111,4,39.5004,11.2634,57.6406,9.42226,480.041
111,5,40.0345,5.47124,38.8917,4.79648,53.9106
111,6,41.6517,3.62605,52.2504,3.39074,1700.6
113,1,14.6626,146.31,203.465,85.109,650.842
113,2,20.1635,155.546,60.2984,43.4534,147.721
113,3,22.0783,135.511,165.65,74.5363,71.6278
113,4,38.4325,20.4988,8.31011,5.913,36.9806
113,5,40.3749,18.2809,40.392,12.5851,206.054
113,6,42.1841,8.21539,6.38513,3.59277,195.865
114,1,13.8855,134.62,330.388,95.6473,529.265
114,2,20.7282,178.085,53.9529,41.4079,196.426
114,3,21.7945,106.745,191.947,68.5971,339.423
114,4,36.7206,18.552,8.52102,5.8391,88.8067
114,5,40.578,21.2938,68.048,16.2186,245.097
114,6,43.1152,19.6185,3.43534,2.92343,134.997
115,1,12.8315,132.021,360.844,96.6574,272.38
115,2,21.3192,82.5284,271.35,63.2818,185.671
115,3,21.4361,150.352,48.0644,36.4213,71.9329
115,4,34.8058,18.8739,10.6219,6.79678,35.2705
115,5,40.6928,19.4782,92.4551,16.0887,212.581
115,6,43.9672,22.6797,6.62466,5.12706,875.074
116,1,11.6268,143.608,317.094,98.8429,156.962
116,2,20.6488,72.3158,357.656,60.1532,128.163
116,3,22.1735,220.689,44.8519,37.2761,76.2085
116,4,32.7473,20.5996,13.8115,8.26802,33.6199
116,5,40.7999,24.0897,95.3085,19.2293,238.882
116,6,44.6196,24.0588,8.26064,6.14927,8060.43
117,1,10.3418,149.387,382.86,107.458,319.428
117,2,19.7806,67.2018,419.347,57.9199,504.657
117,3,22.8869,233.342,39.8619,34.0458,283.017
117,4,30.577,23.6624,15.1836,9.24883,105.09
117,5,40.9181,26.5465,100.648,21.006,1218.74
117,6,45.0474,19.9804,7.18915,5.28688,599.351
118,1,9.02304,164.528,501.532,123.887,289.371
118,2,18.715,62.469,745.901,57.6415,423.113
118,3,23.5513,222.806,43.6845,36.5235,127.801
118,4,28.3173,22.6187,25.1397,11.9063,90.452
118,5,41.0515,28.13,96.1871,21.7649,736.975
118,6,45.2552,15.1926,4.02855,3.18421,212.962
119,1,7.70795,164.584,755.245,135.135,127.817
119,2,17.4575,61.6882,915.04,57.7921,1011.06
119,3,24.1543,136.906,43.4488,32.9817,97.5649
119,4,25.9843,22.2046,41.6063,14.4779,107.632
119,5,41.1994,30.1814,161.23,25.4224,424.121
119,6,45.2636,13.9356,39.6288,10.31,356.317
120,1,6.43073,152.799,1317.21,136.916,852.972
120,2,16.0211,59.583,1770.54,57.6432,423.566
120,3,23.5917,22.1547,40.3206,14.2983,86.5534
120,4,24.6898,102.883,45.3926,31.4963,588.118
120,5,41.3578,35.6425,72.1688,23.8591,293.514
120,6,45.1041,14.7196,355.47,14.1343,37.2223
121,1,5.22398,149.222,2438.99,140.619,1168.93
121,2,14.4276,60.7151,3508.45,59.6823,1654.46
121,3,21.1535,19.4825,751.79,18.9904,171.739
121,4,25.1552,59.9541,48.1816,26.7135,980.642
121,5,41.5212,34.7418,39.1718,18.412,149.56
121,6,44.8163,26.764,2097.35,26.4268,658.259
122,1,4.11889,159.573,20996.8,158.369,2429.39
122,2,12.7111,63.4564,7912.97,62.9516,45508.5
122,3,18.6903,22.8406,3193.89,22.6785,391.157
122,4,25.55,55.8152,61.9563,29.3628,2829.06
122,5,41.6829,33.1367,46.8626,19.4111,4888.38
122,6,44.4444,22.215,21346.3,22.1919,913.207
123,1,3.14454,202.816,180358,202.588,0
123,2,10.9223,68.6983,15610.6,68.3973,0
123,3,16.2358,27.7785,6591.78,27.662,0
123,4,25.8751,55.6556,92.476,34.7448,0
123,5,41.8355,28.8697,22.3577,12.5999,0
123,6,44.0354,24.0086,24592.4,23.9852,0
124,1,2.32687,257.17,671361,257.071,8842.07
124,2,9.14196,79.2269,15351.2,78.8201,2950.53
124,3,13.8473,31.3952,9225.01,31.2887,336.544
124,4,26.1319,43.6841,125.707,32.4185,3189.68
124,5,41.9708,22.3356,81.4837,17.5303,3236.85
124,6,43.6364,25.7035,14004.4,25.6564,1348.69
125,1,1.68768,381.653,2.21774e+06,381.587,5721.88
125,2,7.5051,89.4972,13605.8,88.9123,536.347
125,3,11.6256,35.2036,16800.5,35.13,393.763
125,4,26.3224,39.2841,152.249,31.2268,1099.05
125,5,42.0785,23.806,964.471,23.2326,176.843
125,6,43.2936,24.938,8843.39,24.8679,237.544
126,1,2.00847,300.037,1.06747e+06,299.953,2769.27
126,2,8.20166,90.2094,14460,89.6501,159.886
126,3,12.9077,32.4929,9532.11,32.3825,206.562
126,4,26.2277,44.3908,122.941,32.6145,382.937
126,5,41.9611,21.8965,6632,21.8244,273.971
126,6,43.5324,22.5071,8499.18,22.4477,7.41625
127,1,1.68063,378.369,2.2162e+06,378.305,1131.6
127,2,7.50419,89.4333,13561.5,88.8474,141.582
127,3,11.6327,35.0346,16634.5,34.961,102.727
127,4,26.3231,40.4472,122.123,30.384,1409.68
127,5,42.0114,24.2051,612.289,23.2846,912.647
127,6,43.3641,25.7535,10441.9,25.6902,1235.62
128,1,1.56611,418.277,2.59413e+06,418.21,1096.2
128,2,7.29657,88.4701,11667.7,87.8043,175.255
128,3,11.145,34.8617,21706.7,34.8058,144.518
128,4,26.3551,38.1767,157.326,30.7217,453.875
128,5,42.0055,23.1948,1431.7,22.825,133.133
128,6,43.3303,24.7492,9195.84,24.6827,529.347
129,1,1.672,376.401,2.13682e+06,376.335,659.875
129,2,7.49845,89.3265,13907.9,88.7565,152.588
129,3,11.6437,34.9264,17263.5,34.8559,344.347
129,4,26.3239,39.7791,140.643,31.0087,99.6745
129,5,41.9431,23.4391,535.297,22.4558,632.971
129,6,43.4363,26.1865,13912,26.1373,66.6849
130,1,1.99398,298.531,1.03328e+06,298.444,271.628
130,2,8.1936,90.0113,15013.6,89.4748,338.929
130,3,12.9259,32.3518,9808.88,32.2454,237.589
130,4,26.2293,44.4148,134.779,33.4062,395.205
130,5,41.8491,21.7667,16662.2,21.7383,519.569
130,6,43.6521,21.4578,16321.5,21.4296,1727.83
131,1,2.51861,231.569,407050,231.438,1106.37
131,2,9.39662,84.7968,10197.8,84.0975,116.671
131,3,14.6622,29.0121,6345.31,28.88,391.438
131,4,26.0703,47.4915,109.284,33.1051,532.463
131,5,41.7466,20.0335,312.543,18.8267,2067.48
131,6,43.9395,22.9934,34476.6,22.978,236.699
132,1,3.22798,191.465,143648,191.21,375.811
132,2,10.959,73.9883,11488.2,73.5148,469.081
132,3,16.6321,26.1676,5767.88,26.0494,45.0963
132,4,25.8457,52.1263,95.2259,33.6865,321.368
132,5,41.6469,28.2702,20.6835,11.9445,787.158
132,6,44.2641,23.4828,36219.3,23.4676,1401.02
133,1,4.10112,159.148,21582.7,157.984,168.635
133,2,12.7035,63.468,8076.87,62.9732,266.192
133,3,18.7141,22.8436,3196.05,22.6815,301.146
133,4,25.554,56.162,63.3498,29.7699,243.047
133,5,41.554,33.6925,41.0836,18.5114,295.15
133,6,44.5923,22.6545,20028.9,22.6289,1197.34
134,1,5.1138,126.493,2474.39,120.341,138.584
134,2,14.4908,57.1107,3913.65,56.2893,288.085
134,3,20.8433,18.5013,880.431,18.1205,137.913
134,4,25.1939,65.3193,54.3222,29.6577,122.928
134,5,41.4689,35.9593,73.8686,24.1857,266.467
134,6,44.8891,27.2752,8881.56,27.1917,166.936
135,1,6.2389,151.663,1800.23,139.878,155.31
135,2,16.2209,54.6731,2899.91,53.6614,104.075
135,3,22.9872,18.0095,97.4298,15.1999,52.5893
135,4,24.7647,58.0593,44.9936,25.3491,60.233
135,5,41.3914,40.6223,67.2741,25.3283,11775.3
135,6,45.1178,21.3838,1339.86,21.0479,710.913
136,1,7.44708,164.174,901.185,138.874,154.352
136,2,17.8233,53.1424,1386.59,51.1808,196.334
136,3,24.2666,116.388,47.3436,33.654,156.043
136,4,25.1307,20.3527,58.6732,15.111,66.4484
136,5,41.3209,38.9937,82.0225,26.4292,4688.07
136,6,45.2415,14.9608,138.736,13.5045,16004.6
137,1,8.70759,167.112,502.43,125.402,159.052
137,2,19.2511,52.5898,861.616,49.5645,124.786
137,3,23.7014,160.493,45.8173,35.6422,94.6071
137,4,27.2648,26.6363,28.1043,13.6753,72.8004
137,5,41.2567,34.4322,85.6109,24.5559,683.953
137,6,45.2243,12.4915,3.19346,2.54327,284.148
138,1,9.98858,157.707,375.125,111.029,98.4254
138,2,20.477,57.7989,299.891,48.4592,64.8033
138,3,23.0733,239.432,45.1471,37.9847,57.152
138,4,29.3786,23.1043,20.2575,10.7937,114.979
138,5,41.1981,31.2328,115.692,24.5935,1048.22
138,6,45.0347,17.9819,4.96919,3.8933,647.626
139,1,11.2564,147.996,305.594,99.7085,84.4213
139,2,21.4896,61.1124,242.805,48.8237,58.9444
139,3,22.3908,211.032,42.5583,35.416,132.922
139,4,31.4547,25.1457,15.084,9.4283,76.7446
139,5,41.1439,27.8732,111.328,22.2919,176.788
139,6,44.6483,20.2401,6.87422,5.13142,220.976
140,1,12.4725,138.445,348.313,99.068,107.993
140,2,21.6704,229.502,47.5873,39.4147,72.3307
140,3,22.2881,90.5331,102.193,48.0051,82.71
140,4,33.4676,22.6949,11.4296,7.60138,132.9
140,5,41.0905,22.9626,102.555,18.7618,1383.6
140,6,44.0536,20.2986,3.32701,2.8585,14.8771
141,1,13.5844,124.263,356.397,92.1381,70.4061
141,2,20.9465,224.529,51.0431,41.5886,46.8701
141,3,22.8776,105.283,83.7629,46.6491,38.2385
141,4,35.3833,18.3237,8.27202,5.69919,153.511
141,5,41.0219,18.236,73.3692,14.6057,1149.97
141,6,43.264,28.9021,4.50641,3.89855,21.445
142,1,14.5034,139.636,290.831,94.3405,160.054
142,2,20.2941,175.595,56.7961,42.9152,35.7531
142,3,23.2651,131.387,89.2585,53.1504,182.255
142,4,37.1552,22.1334,8.70918,6.24992,69.8382
142,5,40.8579,18.8942,44.4215,13.2559,1621.32
142,6,42.3772,9.33468,6.72891,3.91022,159.017
143,1,15.0657,166.487,179.265,86.32,214.576
143,2,19.8677,145.881,66.4122,45.6363,201.492
143,3,23.4563,154.614,83.851,54.3666,55.4942
143,4,38.6884,29.1949,8.64992,6.67287,119.821
143,5,40.268,7.98065,14.1805,5.10667,195.278
143,6,41.7984,11.4187,7.1364,4.3917,1516.93
144,1,15.0688,169.226,177.436,86.6168,957.994
144,2,19.8652,147.417,66.61,45.8795,1669.77
144,3,23.4546,151.811,82.514,53.4579,25.9102
144,4,38.8064,24.6682,8.50506,6.32451,153.616
144,5,40.0988,7.7605,15.505,5.17189,347.759
144,6,41.8473,11.6727,7.63148,4.61454,682.72
145,1,14.5114,139.357,297.931,94.9458,537.022
145,2,20.2879,172.605,55.998,42.2809,230.053
145,3,23.2603,130.336,87.842,52.4753,50.0139
145,4,37.2513,21.3603,8.5041,6.0825,64.4284
145,5,40.7005,17.3971,36.1679,11.7468,490.718
145,6,42.4313,10.0831,7.23031,4.21085,316.414
146,1,13.595,124.553,355.728,92.2525,600.76
146,2,20.9388,221.709,49.0023,40.1322,141.437
146,3,22.8705,103.888,84.6367,46.6397,44.999
146,4,35.4546,17.7984,8.46733,5.7377,54.0224
146,5,40.9384,18.4337,61.83,14.2001,531.943
146,6,43.2639,28.427,4.77414,4.08764,871.991
147,1,12.4846,139.029,361.024,100.375,82.075
147,2,21.6623,213.278,48.5267,39.5321,214.294
147,3,22.2799,87.1808,98.0927,46.1577,43.0426
147,4,33.5189,22.1688,11.2053,7.44316,139.14
147,5,41.0584,22.8119,87.1602,18.0799,715.107
147,6,44.0168,20.682,3.44649,2.9542,3066.09
148,1,11.2696,148.349,321.655,101.525,102.339
148,2,21.4818,60.6113,260.354,49.1654,97.1852
148,3,22.3829,241.327,43.8043,37.0747,218.262
148,4,31.4887,24.6548,14.9049,9.28919,38.4326
148,5,41.149,27.7408,91.8655,21.3068,254.934
148,6,44.5859,21.3372,6.7067,5.1028,174.755
149,1,10.0027,159.535,379.144,112.287,287.739
149,2,20.4711,58.1385,311.892,49.0039,281.132
149,3,23.0659,162.304,43.1947,34.1154,112.812
149,4,29.3971,22.7561,20.2014,10.7014,104.693
149,5,41.2331,31.3295,96.5698,23.6552,665.916
149,6,44.9518,20.8948,6.1327,4.74115,67.4596
150,1,8.72244,169.22,497.76,126.287,495.992
150,2,19.2482,52.8574,850.751,49.7654,351.802
150,3,23.6946,175.159,44.9297,35.7576,221.053
150,4,27.2697,23.7542,28.0675,12.8657,102.133
150,5,41.3171,35.1052,72.0243,23.6016,671.379
150,6,45.1238,13.4167,3.82205,2.97465,112.636
151,1,7.46269,166.177,895.574,140.168,608.134
151,2,17.8238,53.1674,1331.18,51.1255,867.833
151,3,24.2604,122.985,46.0579,33.5089,673.546
151,4,25.1241,19.8506,58.626,14.8294,148.628
151,5,41.4035,41.2882,76.9937,26.8759,129.395
151,6,45.1254,13.0579,104.917,11.6126,849.351
152,1,6.25527,153.364,1770.9,141.141,1138.88
152,2,16.2246,55.2052,2686.12,54.0935,1051.3
152,3,22.9719,17.9344,100.118,15.2098,305.608
152,4,24.7592,66.7077,46.62,27.4418,2265.57
152,5,41.4931,41.8127,62.1067,24.9891,10578.4
152,6,44.9883,21.2297,789.649,20.6739,1910.77
153,1,5.13093,128.086,2441.64,121.701,0
153,2,14.4969,57.1593,3897.97,56.3332,0
153,3,20.8223,18.3768,843.91,17.9852,0
153,4,25.1892,64.8408,53.5003,29.3136,0
153,5,41.5863,37.911,66.2198,24.1087,0
153,6,44.7486,23.7656,6727.08,23.6819,0
154,1,4.11889,159.573,20996.8,158.369,1986.06
154,2,12.7111,63.4564,7912.97,62.9516,8171.88
154,3,18.6903,22.8406,3193.89,22.6785,586.509
154,4,25.55,55.8152,61.9563,29.3628,2966.21
154,5,41.6829,33.1367,46.8626,19.4111,1630.38
154,6,44.4444,22.215,21346.3,22.1919,560.031
155,1,3.24599,193.663,141522,193.398,4527.62
155,2,10.9671,74.0393,11809.9,73.578,827.007
155,3,16.6081,26.2635,5752.07,26.1442,297.78
155,4,25.8425,56.4257,90.6378,34.7761,486.896
155,5,41.7815,26.2475,25.7688,13.003,498.181
155,6,44.1144,21.9125,24159.5,21.8927,98.0112
156,1,2.53586,233.871,412480,233.739,1457.73
156,2,9.40503,84.9881,9988.25,84.271,1762.99
156,3,14.64,29.1116,6274.71,28.9771,408.12
156,4,26.0679,45.9149,107.888,32.2079,1648.92
156,5,41.8777,20.218,386.148,19.2121,60.6366
156,6,43.797,21.6356,19290.7,21.6113,383.521
157,1,2.94524,195.867,180845,195.655,521.906
157,2,10.0836,68.9653,6256.37,68.2134,165.612
157,3,15.9716,26.6105,4898.02,26.4667,457.537
157,4,25.9395,52.6949,98.769,34.3621,808.022
157,5,41.7424,17.5062,3418.66,17.417,43.9998
157,6,44.0595,20.9814,14844.8,20.9518,693.154
158,1,2.52979,232.791,415296,232.661,1068.39
158,2,9.40458,84.9064,10128.9,84.2005,294.562
158,3,14.6464,29.0808,6351.47,28.9482,572.683
158,4,26.0688,47.3462,111.439,33.2287,320.647
158,5,41.8264,20.1713,279.833,18.815,4766.5
158,6,43.8527,22.0333,20992.9,22.0102,719.742
159,1,2.31497,254.874,672094,254.778,2773.23
159,2,9.13917,79.2291,17036.6,78.8624,233.778
159,3,13.861,31.2746,9568.83,31.1727,302.013
159,4,26.1335,43.9147,126.166,32.576,585.329
159,5,41.8669,21.6095,56.7392,15.6493,782.124
159,6,43.7481,24.9794,18158.2,24.9451,92.7957
160,1,2.3109,254.237,676978,254.141,586.742
160,2,9.1358,79.2193,16480.7,78.8404,194.633
160,3,13.867,31.2656,9470.63,31.1628,88.8703
160,4,26.134,43.6007,127.173,32.4689,250.257
160,5,41.8369,20.3764,61.1874,15.2859,221.5
160,6,43.7804,25.3759,22909.8,25.3479,73.3715
161,1,2.51861,231.569,407050,231.438,734.338
161,2,9.39662,84.7968,10197.8,84.0975,268.252
161,3,14.6622,29.0121,6345.31,28.88,53.2571
161,4,26.0703,47.4915,109.284,33.1051,329.756
161,5,41.7466,20.0335,312.543,18.8267,194.208
161,6,43.9395,22.9934,34476.6,22.978,471.318
162,1,2.92921,194.822,177265,194.608,1581.5
162,2,10.0741,72.0436,6328.34,71.2327,217.884
162,3,15.9935,26.6217,4780.62,26.4742,86.7153
162,4,25.942,53.8613,96.4355,34.5592,151.192
162,5,41.6318,17.6862,3216.05,17.5895,169.824
162,6,44.1817,21.1977,22135.2,21.1774,764.193
163,1,3.52711,176.284,66157.7,175.815,187.809
163,2,11.2096,79.5798,4936.13,78.3172,442.096
163,3,17.6154,24.4645,4167.15,24.3217,55.3503
163,4,25.7482,58.7251,87.8373,35.1949,107.138
163,5,41.5243,19.8494,58.594,14.8267,666.383
163,6,44.4597,19.5288,11958.7,19.497,72.7947
164,1,4.29286,148.965,6643.26,145.698,131.911
164,2,12.7053,70.3214,4703.62,69.2856,86.3823
164,3,19.3731,22.0636,2447.06,21.8664,108.135
164,4,25.488,58.9877,57.3648,29.0825,43.9737
164,5,41.4423,28.7608,38.4553,16.4545,377.162
164,6,44.734,23.6791,11660.1,23.6311,702.443
165,1,5.20406,147.622,2477.09,139.319,163.722
165,2,14.4184,60.6371,3582.69,59.6279,68.2616
165,3,21.1801,19.4788,684.758,18.94,64.566
165,4,25.1606,61.4408,48.8052,27.1995,113.97
165,5,41.392,33.6807,66.4301,22.3494,2435.39
165,6,44.9709,24.8542,3823.13,24.6937,101.859
166,1,6.23565,151.565,1801.48,139.803,118.261
166,2,16.2164,55.0065,2738.36,53.9233,22.1698
166,3,22.995,18.4603,88.2698,15.2673,36.3024
166,4,24.7656,64.26,45.1777,26.5276,152.453
166,5,41.3721,40.5818,63.5315,24.7636,1090.42
166,6,45.1402,20.6249,1413.12,20.3282,733.967
167,1,7.36038,162.486,1018.98,140.14,159.618
167,2,17.9877,50.3693,1615.45,48.8462,128.729
167,3,24.3032,106.45,49.5412,33.8075,78.2562
167,4,24.8081,23.5835,50.9009,16.1164,90.7769
167,5,41.3756,42.0854,81.1217,27.7098,5276.52
167,6,45.2132,17.6728,302.594,16.6976,5921.08
168,1,8.54952,170.026,500.951,126.941,130.746
168,2,19.6407,47.2688,1009.46,45.1544,47.5738
168,3,23.775,114.536,45.5884,32.6091,192.501
168,4,26.63,26.0578,32.335,14.4295,87.9886
168,5,41.393,40.9313,53.8163,23.2488,1254.73
168,6,45.1624,13.294,38.6542,9.89194,461.699
169,1,9.77342,172.915,381.54,118.989,135.057
169,2,21.1053,57.2687,104.678,37.017,24.8788
169,3,23.1841,155.583,44.8664,34.824,26.8245
169,4,28.4762,24.2862,23.9836,12.067,101.518
169,5,41.414,36.3317,79.382,24.9243,682.393
