grid_index,band,frequency(THz),tau_N_RTA(ps),tau_U_RTA(ps),tau_RTA_NU(ps),tau_MC(ps)
741,1,8.1031,160.148,617.015,127.146,196.05
741,2,17.1559,72.7513,956.301,67.608,635.311
741,3,23.979,188.637,41.3449,33.9121,281.01
741,4,27.1308,24.4659,28.4155,13.1466,49.43
741,5,40.9456,22.9532,84.3478,18.0432,3811.2
741,6,45.4146,12.6308,18.0994,7.43926,634.859
742,1,9.02304,164.528,501.532,123.887,285.63
742,2,18.715,62.469,745.901,57.6415,904.899
742,3,23.5513,222.806,43.6845,36.5235,215.622
742,4,28.3173,22.6187,25.1397,11.9063,153.654
742,5,41.0515,28.13,96.1871,21.7649,616.892
742,6,45.2552,15.1926,4.02855,3.18421,141.748
743,1,10.0027,159.535,379.144,112.287,582.104
743,2,20.4711,58.1385,311.892,49.0039,427.052
743,3,23.0659,162.304,43.1947,34.1154,172.624
743,4,29.3971,22.7561,20.2014,10.7014,63.5083
743,5,41.2331,31.3295,96.5698,23.6552,348.919
743,6,44.9518,20.8948,6.1327,4.74115,26.71
744,1,11.0185,157.104,317.259,105.073,354.607
744,2,22.3329,69.899,88.3589,39.0262,92.0963
744,3,22.5268,311.185,47.361,41.105,152.665
744,4,30.3785,21.0892,18.576,9.8765,90.32
744,5,41.4634,32.5966,65.5256,21.7679,514.42
744,6,44.4943,24.656,3.10683,2.75915,234.597
745,1,12.0479,144.392,341.078,101.446,1168.16
745,2,21.9389,292.56,46.2158,39.9111,95.7378
745,3,24.2068,85.2559,84.5377,42.4476,153.057
745,4,31.2915,19.5892,14.7964,8.4294,78.9593
745,5,41.7109,29.5648,43.9101,17.6685,1463.34
745,6,43.8766,27.2813,3.89017,3.40468,108.423
746,1,13.069,134.382,354.374,97.434,1439.78
746,2,21.3087,264.654,50.4927,42.4027,1016.95
746,3,25.9869,98.3965,52.697,34.3178,147
746,4,32.1915,16.8115,12.5637,7.19023,113.79
746,5,41.9461,25.4623,51.2205,17.0076,493.845
746,6,43.0959,13.9407,6.83389,4.58585,18.9407
747,1,14.0599,117.679,328.528,86.6431,0
747,2,20.6452,248.45,50.1834,41.7504,0
747,3,27.5454,106.344,39.6046,28.8575,0
747,4,33.1602,21.0306,9.33827,6.4668,0
747,5,42.1464,15.3095,23.956,9.34038,0
747,6,42.154,9.42459,9.48477,4.72729,0
748,1,14.993,117.615,308.149,85.1245,5151.91
748,2,19.966,450.081,57.6093,51.0722,2019.27
748,3,28.7512,125.905,40.7508,30.7864,66.4015
748,4,34.2814,22.7073,6.32338,4.94604,69.8743
748,5,41.0593,7.87919,11.7166,4.71108,2092.96
748,6,42.2992,15.4478,34.522,10.6722,12748.2
749,1,15.8164,122.696,252.735,82.5974,4572.48
749,2,19.3154,362.892,59.7666,51.3152,471.234
749,3,29.5333,142.947,38.4837,30.3208,33.8132
749,4,35.567,27.2692,5.90294,4.85252,124.13
749,5,39.8386,6.48193,10.9569,4.07263,1638.52
749,6,42.3986,18.3292,23.1956,10.2386,1147.88
750,1,16.3824,139.316,179.422,78.4229,313.204
750,2,18.8365,255.125,73.3458,56.9681,95.3889
750,3,29.9077,183.471,24.6328,21.7171,20.0156
750,4,36.8571,30.2036,6.83866,5.57613,45.9062
750,5,38.6115,6.40593,10.7756,4.01755,6829.72
750,6,42.4441,18.3254,14.9596,8.23616,810.9
751,1,16.3729,139.187,178.106,78.1299,138.055
751,2,18.8449,264.107,70.7969,55.8308,144.721
751,3,29.911,184.711,24.7868,21.8542,22.0248
751,4,36.7667,33.2814,6.08718,5.14598,60.819
751,5,38.7128,6.47737,11.1306,4.09457,40.6294
751,6,42.4363,17.8895,15.3651,8.26573,2009.14
752,1,15.7962,120.965,253.46,81.8848,239.598
752,2,19.3324,336.512,60.2891,51.1289,89.5798
752,3,29.5412,146.284,38.9281,30.7461,27.9197
752,4,35.4684,27.4981,6.29225,5.12054,95.5402
752,5,39.9715,6.2739,11.2193,4.02378,15.0305
752,6,42.3757,18.1866,24.652,10.4657,865.78
753,1,14.9689,116.724,301.484,84.1459,140.004
753,2,19.9848,453.313,56.3422,50.1136,36.7213
753,3,28.7578,128.18,40.819,30.9599,112.57
753,4,34.2011,22.5511,6.98138,5.331,17.0621
753,5,41.2001,7.77555,12.2878,4.76214,44.0294
753,6,42.263,15.6734,36.585,10.9726,869.111
754,1,14.0341,120.075,326.99,87.8244,122.503
754,2,20.6638,283.92,48.7762,41.6252,44.4563
754,3,27.5455,108.477,40.3662,29.4189,91.2166
754,4,33.105,21.394,9.71404,6.68066,56.5265
754,5,42.0734,13.3778,21.178,8.19876,807.278
754,6,42.3236,10.8643,9.65404,5.11173,320.579
755,1,13.0424,133.9,356.672,97.3526,115.781
755,2,21.3261,246.151,49.0735,40.9163,84.555
755,3,25.9803,100.293,52.4201,34.4265,55.3642
755,4,32.1609,18.1654,12.8343,7.52072,19.7812
755,5,41.8741,23.7324,51.0968,16.2056,9086.26
755,6,43.2553,16.2347,6.60227,4.69352,93.9214
756,1,12.0208,142.976,332.071,99.944,108.731
756,2,21.955,300.12,48.4985,41.7516,23.4463
756,3,24.1963,86.162,85.1359,42.823,76.5665
756,4,31.2814,20.0461,14.9235,8.5548,18.752
756,5,41.6276,27.9038,44.901,17.2092,2453.59
756,6,44.0374,24.7439,4.03135,3.46656,4.07734
757,1,10.9914,155.815,322.125,105.017,119.569
757,2,22.3212,66.5852,95.0243,39.1512,97.9752
757,3,22.5413,313.391,47.9276,41.5702,47.5117
757,4,30.3842,21.5108,18.6842,9.99906,20.6869
757,5,41.3696,30.8972,74.0972,21.8049,22350.4
757,6,44.6553,22.1501,2.74635,2.4434,43.0582
758,1,9.9758,157.672,379.495,111.391,99.5774
758,2,20.4597,57.8856,311.177,48.8065,93.1451
758,3,23.0788,243.178,43.4484,36.8623,76.7865
758,4,29.4145,23.1415,20.2755,10.807,56.3939
758,5,41.1307,30.3271,110.271,23.7855,1752.69
758,6,45.1111,17.3046,4.81946,3.7696,141.966
759,1,8.99676,162.875,495.702,122.594,81.3011
759,2,18.7042,61.7838,730.267,56.9643,213.079
759,3,23.5626,228.794,44.6421,37.3537,57.2586
759,4,28.3428,23.0917,25.0277,12.0104,18.9943
759,5,40.9435,27.2069,106.078,21.6533,518.27
759,6,45.4107,14.6724,2.68856,2.2722,309.667
760,1,8.07789,159.884,616.04,126.939,139.515
760,2,17.1455,71.8765,959.547,66.8676,154.656
760,3,23.9886,182.621,42.2301,34.2987,124.063
760,4,27.1612,24.9446,28.4805,13.2978,36.4715
760,5,40.8351,22.5742,97.3251,18.324,610.285
760,6,45.5639,13.351,32.5068,9.46398,2844.68
761,1,7.24317,131.051,823.125,113.052,153.701
761,2,15.8742,77.319,1491.57,73.5085,461.611
761,3,24.3535,169.415,42.2404,33.8104,34.9145
761,4,25.8846,18.9694,70.7582,14.959,52.7757
761,5,40.8208,32.5227,20.1494,12.4414,146.218
761,6,45.5857,14.9555,83.4734,12.6831,66.0698
762,1,6.51642,150.728,1215.63,134.1,133.513
762,2,14.9693,84.4796,1572.33,80.172,193.157
762,3,24.553,21.088,96.7103,17.3129,70.8768
762,4,24.6548,134.756,41.086,31.4861,137.612
762,5,40.8989,36.8002,18.3205,12.2313,120.627
762,6,45.4985,15.1222,251.981,14.266,474.758
763,1,5.92064,153.261,1616.88,139.992,202.089
763,2,14.47,74.5479,1581.25,71.1915,290.589
763,3,23.2376,24.5318,24.8613,12.3477,55.6716
763,4,24.8904,96.7073,44.0404,30.26,46.6893
763,5,41.0492,24.5898,34.6486,14.3826,1947.65
763,6,45.3347,15.6235,706.869,15.2856,134.602
764,1,5.47716,152.433,2304.97,142.977,160.615
764,2,14.336,68.8587,2453.39,66.9788,137.342
764,3,22.0537,18.3888,282.306,17.2642,102.294
764,4,25.0593,79.6531,47.5792,29.7867,67.9272
764,5,41.2323,28.468,56.7715,18.9603,114.819
764,6,45.1394,17.5772,1677.54,17.395,172.31
765,1,5.20406,147.622,2477.09,139.319,122.074
765,2,14.4184,60.6371,3582.69,59.6279,140.182
765,3,21.1801,19.4788,684.758,18.94,68.8695
765,4,25.1606,61.4408,48.8052,27.1995,247.924
765,5,41.392,33.6807,66.4301,22.3494,239.435
765,6,44.9709,24.8542,3823.13,24.6937,65.2374
766,1,5.1138,126.493,2474.39,120.341,161.429
766,2,14.4908,57.1107,3913.65,56.2893,180.118
766,3,20.8433,18.5013,880.431,18.1205,128.768
766,4,25.1939,65.3193,54.3222,29.6577,594.433
766,5,41.4689,35.9593,73.8686,24.1857,297.373
766,6,44.8891,27.2752,8881.56,27.1917,83.615
767,1,5.21066,148.618,2457.98,140.144,260.464
767,2,14.4259,60.623,3775.27,59.6649,95.5814
767,3,21.1668,19.5667,812.896,19.1068,501.999
767,4,25.159,63.5679,50.464,28.1315,261.165
767,5,41.4318,33.8206,68.133,22.6014,15158
767,6,44.9251,25.2075,3253.15,25.0136,856.138
768,1,5.48967,153.27,2294.77,143.674,159.082
768,2,14.3475,68.8332,2591.61,67.0523,178.51
768,3,22.0307,18.3523,355.874,17.4523,169.945
768,4,25.0561,65.893,43.6186,26.2453,77.3863
768,5,41.3029,28.4396,58.0499,19.0881,632.186
768,6,45.0567,18.2836,1284.39,18.027,852.931
769,1,5.93798,154.482,1608.08,140.942,143.034
769,2,14.4822,76.7051,1642.15,73.2821,961.892
769,3,23.2089,24.0801,22.4571,11.6202,38.5171
769,4,24.8857,94.3863,42.7328,29.4153,358.778
769,5,41.1401,23.7097,37.8018,14.5708,2503.65
769,6,45.2256,14.8982,476.69,14.4466,459.299
770,1,5.23952,163.126,2486.18,153.082,188.432
770,2,13.493,81.1727,1894.64,77.8378,321.593
770,3,21.7871,18.5529,493.486,17.8807,139.35
770,4,25.1512,76.9539,45.885,28.7452,158.094
770,5,41.2492,21.0616,25.1927,11.4713,388.005
770,6,45.0335,15.9271,607.506,15.5202,311.915
771,1,5.94235,154.771,1611.5,141.209,302.821
771,2,14.4808,77.1847,1590.86,73.6131,948.093
771,3,23.207,24.057,22.1774,11.5395,81.8168
771,4,24.8842,97.6889,42.7442,29.734,201.712
771,5,41.1641,24.5615,32.181,13.9298,271.914
771,6,45.1936,14.6459,432.257,14.1659,855.825
772,1,6.77302,143.621,1070.6,126.633,286.056
772,2,15.8337,69.3949,1510.96,66.3477,3392.78
772,3,24.5515,117.025,42.073,30.947,180.279
772,4,24.6233,19.5898,97.972,16.3255,162.343
772,5,41.1454,29.9199,58.8165,19.8316,956.443
772,6,45.2799,14.6774,125.463,13.1402,592.913
773,1,7.70795,164.584,755.245,135.135,481.107
773,2,17.4575,61.6882,915.04,57.7921,4039.64
773,3,24.1543,136.906,43.4488,32.9817,226.308
773,4,25.9843,22.2046,41.6063,14.4779,66.607
773,5,41.1994,30.1814,161.23,25.4224,418.635
773,6,45.2636,13.9356,39.6288,10.31,180.213
774,1,8.72244,169.22,497.76,126.287,520.325
774,2,19.2482,52.8574,850.751,49.7654,440.118
774,3,23.6946,175.159,44.9297,35.7576,71.0933
774,4,27.2697,23.7542,28.0675,12.8657,205.063
774,5,41.3171,35.1052,72.0243,23.6016,364.522
774,6,45.1238,13.4167,3.82205,2.97465,101.566
775,1,9.79119,174.418,377.732,119.321,772.432
775,2,21.1032,57.1157,109.046,37.483,100.137
775,3,23.1751,222.926,45.7055,37.9291,225.27
775,4,28.4868,24.292,23.8101,12.0243,108.958
775,5,41.4784,37.4574,70.662,24.4805,208.668
775,6,44.8452,14.6009,5.34454,3.91243,838.152
776,1,10.8888,162.847,304.466,106.099,1455.99
776,2,22.6,394.086,47.0774,42.0537,1523.51
776,3,22.9186,59.8369,184.495,45.1828,416.156
776,4,29.6712,22.6861,18.1618,10.0867,224.771
776,5,41.6568,36.2803,67.685,23.6197,6169.72
776,6,44.4163,19.5744,3.40449,2.90009,205.585
777,1,11.9901,148.954,344.711,104.01,0
777,2,21.9748,318.514,50.6329,43.688,0
777,3,24.583,83.9718,78.2102,40.4943,0
777,4,30.8836,20.4991,16.0097,8.98918,0
777,5,41.8242,31.7227,74.2925,22.2304,0
777,6,43.8303,32.2495,3.68205,3.30473,0
778,1,13.069,134.382,354.374,97.434,2843
778,2,21.3087,264.654,50.4927,42.4027,911.233
778,3,25.9869,98.3965,52.697,34.3178,328.717
778,4,32.1915,16.8115,12.5637,7.19023,98.1811
778,5,41.9461,25.4623,51.2205,17.0076,645.144
778,6,43.0959,13.9407,6.83389,4.58585,2431.03
779,1,14.0952,122.561,332.978,89.5865,2569.64
779,2,20.6178,252.81,51.4608,42.7573,231.931
779,3,27.0575,110.348,44.2403,31.5796,38.4525
779,4,33.6278,21.4826,8.92291,6.30436,53.0505
779,5,41.8305,11.1376,15.2815,6.44229,77.9307
779,6,42.3916,11.485,9.43653,5.18025,158.147
780,1,15.0216,118.1,290.791,83.989,2724.1
780,2,19.9385,357.385,56.4129,48.7222,788.295
780,3,27.7851,119.079,39.3382,29.5697,25.7552
780,4,35.1585,23.7844,7.71838,5.82733,88.7272
780,5,40.9197,8.06868,10.7578,4.61059,455.865
780,6,42.2789,15.0595,25.6892,9.49395,5207.33
781,1,15.7466,115.319,212.148,74.709,743.14
781,2,19.3644,236.321,64.7358,50.8157,148.756
781,3,28.2012,136.185,37.2209,29.2316,29.0921
781,4,36.6857,27.289,7.78124,6.05477,14.8901
781,5,39.7166,5.79909,11.2763,3.82962,902.558
781,6,42.2931,17.3666,14.6544,7.94781,2111.6
782,1,16.0449,90.0541,850.064,81.4278,525.897
782,2,19.1163,76.6811,167.657,52.6161,1021.81
782,3,28.3378,88.3719,42.8177,28.8429,27.9603
782,4,37.7026,8.79005,20.5055,6.15262,271.69
782,5,38.8215,3.88169,56.6821,3.6329,55.9675
782,6,42.292,11.121,140.151,10.3034,1431.33
784,1,15.7343,119.271,225.1,77.9622,109.456
784,2,19.3747,258.128,64.3851,51.5316,75.6702
784,3,28.2066,137.933,36.8903,29.1059,29.4665
784,4,36.5832,28.6135,7.57227,5.98769,122.19
784,5,39.8536,6.00629,11.0594,3.89237,165.84
784,6,42.2652,17.4017,16.2573,8.40501,515.115
785,1,15.0033,116.484,286.597,82.8218,274.16
785,2,19.953,357.485,55.4736,48.0217,50.607
785,3,27.7939,120.974,39.3453,29.6893,24.5542
785,4,35.0682,24.6816,7.95406,6.01547,74.4923
785,5,41.0849,7.96827,11.3395,4.67979,62.1521
785,6,42.2186,15.0985,28.5121,9.87122,1985
786,1,14.0741,122.342,334.345,89.568,149.415
786,2,20.6333,237.14,49.7136,41.0979,44.2186
786,3,27.0659,111.949,44.3078,31.744,36.5356
786,4,33.5573,22.807,9.10253,6.50594,102.669
786,5,41.9501,10.765,20.8533,7.09987,1016.13
786,6,42.3678,10.3498,8.7078,4.72904,297.931
787,1,13.0464,134.291,354.238,97.3757,166.924
787,2,21.3237,240.102,48.9084,40.6317,53.5084
787,3,25.9909,100.086,52.8239,34.5754,47.4949
787,4,32.1441,18.188,12.7293,7.48837,112.415
787,5,41.915,24.8646,56.9693,17.3097,1264.1
787,6,43.2131,14.3298,6.56035,4.50013,56.5188
788,1,11.9666,147.695,343.539,103.289,100.137
788,2,21.989,320.9,50.2027,43.4113,51.7457
788,3,24.5806,84.8182,79.0067,40.9047,127.515
788,4,30.8596,20.9536,16.1988,9.13596,35.5593
788,5,41.7565,29.8274,76.2934,21.4438,889.422
788,6,43.9742,28.6369,3.90439,3.43593,69.6418
789,1,10.8648,161.37,309.232,106.036,98.2204
789,2,22.613,285.255,46.743,40.1619,52.4711
789,3,22.9112,60.0915,186.049,45.4211,297.033
789,4,29.6672,23.0395,18.309,10.2018,52.8871
789,5,41.5683,33.9515,59.6087,21.631,2899.14
789,6,44.571,19.2845,3.25905,2.7879,305.525
790,1,9.7669,172.739,379.475,118.704,96.8487
790,2,21.0932,57.1023,146.397,41.0793,52.6617
790,3,23.1869,175.535,44.7491,35.6587,87.5501
790,4,28.4977,24.4667,23.9684,12.1075,39.2096
790,5,41.3757,35.523,75.6589,24.1733,225865
790,6,45.0048,14.1234,4.05127,3.14821,14.5484
791,1,8.69813,167.186,500.11,125.299,143.687
791,2,19.2374,52.7461,816.435,49.5452,102.658
791,3,23.705,174.63,46.7845,36.899,93.19
791,4,27.2909,24.1347,28.0456,12.9718,21.4547
791,5,41.2048,33.399,82.4006,23.766,896.869
791,6,45.2841,12.8093,2.65894,2.20188,362.833
792,1,7.68394,161.898,761.859,133.523,132.397
792,2,17.4468,61.3676,820.715,57.0982,73.2537
792,3,24.1633,127.16,44.0567,32.7203,60.5818
792,4,26.0118,22.6272,41.2004,14.6057,52.7429
792,5,41.0818,28.4408,136.114,23.5252,781.829
792,6,45.421,14.5493,59.4092,11.6871,1475.16
793,1,6.7498,142.248,1080.1,125.694,77.367
793,2,15.8231,68.3349,1472.05,65.3034,317.078
793,3,24.5591,112.53,43.7266,31.4902,36.4589
793,4,24.6536,19.7847,95.9023,16.4012,100.073
793,5,41.0268,28.9133,62.9873,19.8167,514.016
793,6,45.4311,15.5405,172.61,14.257,964.79
794,1,5.92064,153.261,1616.88,139.992,69.3514
794,2,14.47,74.5479,1581.25,71.1915,285.872
794,3,23.2376,24.5318,24.8613,12.3477,21.2885
794,4,24.8904,96.7073,44.0404,30.26,112.046
794,5,41.0492,24.5898,34.6486,14.3826,419.589
794,6,45.3347,15.6235,706.869,15.2856,182.727
795,1,5.22033,161.584,2507.42,151.802,273.213
795,2,13.4817,80.5232,1789.04,77.055,327.752
795,3,21.8158,18.6483,378.593,17.7729,145.324
795,4,25.1561,80.7013,46.9021,29.6627,57.0584
795,5,41.1435,23.3539,18.0307,10.175,106.145
795,6,45.1595,16.5468,1181.31,16.3182,32.0845
796,1,4.67114,165.801,3503.04,158.308,200.127
796,2,12.9086,76.7645,2829.86,74.7371,259.285
796,3,20.4786,20.166,1300.84,19.8582,87.8798
796,4,25.3553,63.9686,51.3322,28.479,165.646
796,5,41.2877,22.616,29.6502,12.8299,412.854
796,6,44.9427,31.7273,5170.3,31.5338,31.7386
797,1,4.29286,148.965,6643.26,145.698,255.953
797,2,12.7053,70.3214,4703.62,69.2856,240.581
797,3,19.3731,22.0636,2447.06,21.8664,69.8874
797,4,25.488,58.9877,57.3648,29.0825,793.899
797,5,41.4423,28.7608,38.4553,16.4545,1504.58
797,6,44.734,23.6791,11660.1,23.6311,53.8341
798,1,4.10112,159.148,21582.7,157.984,469.241
798,2,12.7035,63.468,8076.87,62.9732,179.666
798,3,18.7141,22.8436,3196.05,22.6815,78.6472
798,4,25.554,56.162,63.3498,29.7699,371.776
798,5,41.554,33.6925,41.0836,18.5114,259.137
798,6,44.5923,22.6545,20028.9,22.6289,520.185
799,1,4.10462,158.873,21663,157.717,405.384
799,2,12.7073,63.3799,8356.09,62.9028,96.8859
799,3,18.7076,22.8863,3284.94,22.728,190.339
799,4,25.5533,56.1261,62.016,29.4621,121.66
799,5,41.5766,33.8037,41.5666,18.6427,1064.19
799,6,44.5668,22.661,19044.6,22.6341,74.5637
800,1,4.30288,150.864,6602.14,147.494,181.427
800,2,12.7145,70.2811,4865.75,69.2804,259.815
800,3,19.3558,22.0762,2568.3,21.8881,45.0103
800,4,25.4859,60.4787,59.5296,30.0002,215.218
800,5,41.5041,28.7967,39.3447,16.6271,3507.81
800,6,44.6634,22.5029,8459.76,22.4432,110.309
801,1,4.68647,167.296,3463.44,159.587,476.59
801,2,12.9198,76.5346,2939.21,74.5923,187.045
801,3,20.4542,20.2973,786.093,19.7864,146.673
801,4,25.3519,65.4326,50.2075,28.4089,343.551
801,5,41.3768,22.781,29.9063,12.9309,1117.39
801,6,44.8391,34.2255,3609.8,33.904,2361.85
802,1,4.03167,172.57,10688.9,169.828,433.852
802,2,11.8542,79.0982,2903.01,77.0001,552.874
802,3,18.935,22.9262,3209.76,22.7636,901.035
802,4,25.5813,63.4384,83.3349,36.019,247.579
802,5,41.5006,16.9837,170.975,15.4491,675.965
802,6,44.5785,12.4509,968.439,12.2929,504.152
803,1,4.69126,167.698,3430.3,159.882,177.671
803,2,12.9191,75.9286,2810.03,73.931,944.677
803,3,20.4503,20.324,822.016,19.8337,300.462
803,4,25.3506,57.1953,50.7201,26.8817,776.822
803,5,41.4083,22.9907,22.9001,11.4727,262.562
803,6,44.801,33.4399,3203.42,33.0944,1399.91
804,1,5.49859,153.78,2274.07,144.04,327.044
804,2,14.3464,68.8314,2477.66,66.9709,85150.7
804,3,22.0244,18.2855,356.021,17.3922,133.379
804,4,25.0534,81.9194,45.2726,29.1583,209.861
804,5,41.3579,29.399,45.7444,17.897,89.5145
804,6,44.9873,21.1397,1018.91,20.71,1676.72
805,1,6.43073,152.799,1317.21,136.916,397.901
805,2,16.0211,59.583,1770.54,57.6432,1657.9
805,3,23.5917,22.1547,40.3206,14.2983,111.996
805,4,24.6898,102.883,45.3926,31.4963,144.353
805,5,41.3578,35.6425,72.1688,23.8591,187.759
805,6,45.1041,14.7196,355.47,14.1343,220.742
806,1,7.46269,166.177,895.574,140.168,860.16
806,2,17.8238,53.1674,1331.18,51.1255,573.944
806,3,24.2604,122.985,46.0579,33.5089,339.038
806,4,25.1241,19.8506,58.626,14.8294,157.695
806,5,41.4035,41.2882,76.9937,26.8759,643.51
806,6,45.1254,13.0579,104.917,11.6126,4118.39
807,1,8.56799,171.988,502.389,128.125,1402.54
807,2,19.643,47.4938,960.567,45.2561,366.46
807,3,23.7668,149.723,46.1119,35.2542,1690.78
807,4,26.6257,25.7611,32.2989,14.331,134.966
807,5,41.4816,42.563,57.9286,24.5355,3923.94
807,6,45.0297,10.6181,24.3412,7.3931,1015.43
808,1,9.7193,180.687,393.28,123.806,0
808,2,21.3734,70.7854,93.39,40.2658,0
808,3,23.2118,220.299,48.5041,39.7518,0
808,4,28.1267,25.4938,23.1867,12.1428,0
808,5,41.5729,41.1933,67.573,25.5921,0
808,6,44.7983,19.5292,2.42461,2.15683,0
809,1,10.8888,162.847,304.466,106.099,844.088
809,2,22.6,394.086,47.0774,42.0537,921.8
809,3,22.9186,59.8369,184.495,45.1828,593.186
809,4,29.6712,22.6861,18.1618,10.0867,153.329
809,5,41.6568,36.2803,67.685,23.6197,1193.5
809,6,44.4163,19.5744,3.40449,2.90009,399.922
810,1,12.0479,144.392,341.078,101.446,648.489
810,2,21.9389,292.56,46.2158,39.9111,378.81
810,3,24.2068,85.2559,84.5377,42.4476,219.505
810,4,31.2915,19.5892,14.7964,8.4294,48.0252
810,5,41.7109,29.5648,43.9101,17.6685,655.244
810,6,43.8766,27.2813,3.89017,3.40468,1253.72
811,1,13.1645,133.819,365.529,97.9574,1067.56
811,2,21.2427,272.162,49.8674,42.1452,308.435
811,3,25.2076,97.5507,61.1661,37.594,43.5625
811,4,32.983,23.2851,10.5658,7.26791,78.8821
811,5,41.6963,20.6022,37.8776,13.3441,571.546
811,6,43.1991,15.8626,6.48539,4.60333,188.712
812,1,14.1955,126.342,334.708,91.7202,780.877
812,2,20.5397,273.934,53.5885,44.8205,322.985
812,3,25.9282,110.066,50.6462,34.6858,77.7711
812,4,34.703,23.2887,9.43606,6.71521,21.8262
812,5,41.461,13.6259,20.1032,8.1213,576.918
812,6,42.5302,10.3608,6.88522,4.1364,6018.96
813,1,15.0639,134.819,287.848,91.8154,2399.16
813,2,19.8958,245.475,60.1152,48.2894,94.955
813,3,26.3918,127.663,46.0974,33.8681,39.0062
813,4,36.3843,24.5479,8.03658,6.05446,14.2487
813,5,40.6797,8.20947,12.5829,4.96811,168.195
813,6,42.2091,13.8886,17.7532,7.79245,1294.94
814,1,15.609,145.289,192.616,82.819,527.124
814,2,19.4644,177.012,69.8906,50.1067,159.785
814,3,26.6193,152.605,43.1499,33.6385,65.0339
814,4,37.8971,27.659,8.30294,6.38595,36.2405
814,5,39.5552,6.26838,11.0496,3.99949,1763.17
814,6,42.1221,17.7734,19.253,9.2418,349.353
815,1,15.6037,141.532,193.786,81.7938,95.4212
815,2,19.4688,184.384,67.7415,49.5406,151.393
815,3,26.6217,153.285,42.8567,33.4925,33.5461
815,4,37.797,27.8618,8.37842,6.44141,355.821
815,5,39.6815,5.70791,10.7677,3.73043,246.111
815,6,42.0991,17.3181,19.6413,9.20336,941.734
816,1,15.0511,132.891,285.848,90.7168,84.7499
816,2,19.906,257.38,60.0635,48.6989,90.1518
816,3,26.3984,130.479,45.7909,33.8955,33.681
816,4,36.2864,25.5356,7.87585,6.01933,99.9045
816,5,40.8573,8.77582,10.2106,4.71951,295.815
816,6,42.139,13.675,20.0266,8.12613,14768.7
817,1,14.1789,122.923,333.24,89.7988,118.271
817,2,20.552,264.688,52.53,43.8312,48.065
817,3,25.9372,111.207,50.7945,34.8683,51.6703
817,4,34.6236,23.7446,9.41336,6.74096,47.0975
817,5,41.5995,14.335,23.2874,8.87304,6010.61
817,6,42.4882,9.70808,7.35543,4.18478,74.2648
818,1,13.146,135.305,365.484,98.7477,39.1606
818,2,21.2553,265.826,48.6065,41.0926,144.049
818,3,25.2164,100.492,60.7612,37.866,41.4073
818,4,32.924,23.7132,10.8385,7.43857,45.9654
818,5,41.7212,21.3123,43.7162,14.3275,2269
818,6,43.2594,20.7513,6.11111,4.72085,14.1241
819,1,12.0281,144.195,335.332,100.835,104.663
819,2,21.9511,289.781,48.3704,41.4513,17.5242
819,3,24.2124,86.714,84.7407,42.858,55.4644
819,4,31.2536,19.9659,15.0469,8.58042,82.9848
819,5,41.6789,29.0671,47.7004,18.0612,754.411
819,6,43.9831,25.4299,3.95783,3.4248,9.00219
820,1,10.8682,161.655,310.145,106.267,73.5039
820,2,22.6114,401.706,46.3182,41.5297,45.5753
820,3,22.919,60.4195,183.95,45.481,161.482
820,4,29.654,23.1268,18.3525,10.2324,53.1413
820,5,41.5905,34.6076,68.9304,23.04,1290.09
820,6,44.547,20.0709,3.34394,2.86639,30.8725
821,1,9.69808,178.541,389.226,122.397,132.946
821,2,21.3688,71.2148,92.7207,40.2786,44.5331
821,3,23.2223,221.091,47.6644,39.211,40.3248
821,4,28.1274,25.8321,23.1678,12.2137,22.614
821,5,41.4826,39.0717,74.5659,25.6378,1625.8
821,6,44.9438,9.06804,1.74894,1.46617,53.4027
822,1,8.54631,170.034,502.417,127.04,155.64
822,2,19.6349,47.3507,983.315,45.1753,73.9037
822,3,23.7762,128.822,46.8204,34.3396,38.0295
822,4,26.64,26.1713,32.2977,14.4568,43.9039
822,5,41.3741,40.361,48.1139,21.9489,36909.6
822,6,45.1839,13.6707,38.4388,10.0842,261.654
823,1,7.44073,163.493,905.817,138.496,108.772
823,2,17.814,53.142,1221.01,50.9256,140.939
823,3,24.2687,116.722,46.9837,33.4993,105.596
823,4,25.1473,20.3665,58.2486,15.0902,63.1704
823,5,41.2846,38.0544,77.9715,25.5732,325.296
823,6,45.2835,16.5531,147.815,14.8861,670.051
824,1,6.40879,150.875,1325.93,135.461,163.936
824,2,16.0108,59.5997,1734.52,57.6199,274.261
824,3,23.6195,22.3984,41.8029,14.5841,48.6436
824,4,24.6969,92.3145,45.1716,30.3303,49.8524
824,5,41.2329,34.5772,93.3005,25.2278,1139.26
824,6,45.2615,17.0475,578.611,16.5596,189.197
825,1,5.47716,152.433,2304.97,142.977,79.204
825,2,14.336,68.8587,2453.39,66.9788,120.162
825,3,22.0537,18.3888,282.306,17.2642,76.1828
825,4,25.0593,79.6531,47.5792,29.7867,246.647
825,5,41.2323,28.468,56.7715,18.9603,153.612
825,6,45.1394,17.5772,1677.54,17.395,367.766
826,1,4.67114,165.801,3503.04,158.308,244.227
826,2,12.9086,76.7645,2829.86,74.7371,150.852
826,3,20.4786,20.166,1300.84,19.8582,127.853
826,4,25.3553,63.9686,51.3322,28.479,56.2693
826,5,41.2877,22.616,29.6502,12.8299,312.126
826,6,44.9427,31.7273,5170.3,31.5338,3405.04
